DR_NO,Date Rptd,DATE OCC,TIME OCC,AREANAME,Rpt Dist No,crime type,Vict Age,Vict Sex,Vict Descent,Premis Desc,Weapon Desc,Status,Status Desc,LOCATION,Cross Street,Latitude,Longitude
200617360,10/30/2020 0:00,10/29/2020 0:00,2350,Hollywood,669,robbery,19,M,H,sidewalk,strong-arm ,IC,Invest Cont,oxford,SANTA MONICA,34.0908,-118.3069
200216145,10/13/2020 0:00,10/13/2020 0:00,2030,Rampart,211,throwing object at moving vehicle,25,M,H,street,unknown weapon/other weapon,IC,Invest Cont,vermont av,CLINTON                      ST,34.0818,-118.2917
200308263,3/9/2020 0:00,3/9/2020 0:00,1000,Southwest,363,intimate partner - simple assault,29,F,B,single family dwelling,strong-arm ,AO,Adult Other,4000 abourne rd,,34.0103,-118.3456
200915672,10/8/2020 0:00,10/4/2020 0:00,800,Van Nuys,976,"credit cards, fraud use ",19,M,W,single family dwelling,,IC,Invest Cont,13500 valleyheart dr,,34.152,-118.4269
200213560,8/10/2020 0:00,8/9/2020 0:00,930,Rampart,249,vehicle - stolen,0,,,street,,IC,Invest Cont,bixel,S  6TH                          ST,34.054,-118.262
200304574,1/10/2020 0:00,1/7/2020 0:00,1415,77th Street,1215,"bunco, grand theft",29,M,H,single family dwelling,,IC,Invest Cont,1200 w 54th st,,33.9932,-118.2959
200804721,1/17/2020 0:00,1/14/2020 0:00,900,West LA,849,battery - simple assault,88,M,W,sidewalk,strong-arm ,IC,Invest Cont,pico bl,ROBERTSON,34.0548,-118.3837
200814103,9/14/2020 0:00,9/12/2020 0:00,1200,West LA,834,vandalism - misdeameanor ,25,F,W,"vehicle, passenger/truck",,IC,Invest Cont,1400 selby av,,34.0574,-118.437
201108589,4/21/2020 0:00,4/21/2020 0:00,850,Northeast,1139,burglary from vehicle,40,F,A,driveway,,IC,Invest Cont,5700 omaha st,,34.1054,-118.1923
201015853,12/8/2020 0:00,12/8/2020 0:00,1440,West Valley,1088,shoplifting - petty theft ,0,M,W,market,,AA,Adult Arrest,16400 ventura bl,,34.1573,-118.4901
201108346,4/15/2020 0:00,4/14/2020 0:00,1,Northeast,1151,theft from motor vehicle - petty ,32,F,X,parking lot,,IC,Invest Cont,4800 w sunset bl,,34.0982,-118.294
200212678,7/17/2020 0:00,7/6/2020 0:00,1600,Rampart,217,other assault,51,M,O,other business,unknown weapon/other weapon,AO,Adult Other,700 n alvarado st,,34.0738,-118.2658
201004628,1/16/2020 0:00,1/15/2020 0:00,2300,West Valley,1005,theft from motor vehicle - petty ,0,,,street,,IC,Invest Cont,8000 yarmouth av,,34.2157,-118.5197
201105593,2/6/2020 0:00,2/6/2020 0:00,200,Northeast,1184,battery - simple assault,28,M,H,street,strong-arm ,IC,Invest Cont,1700 morton av,,34.0826,-118.2519
200714487,10/2/2020 0:00,10/2/2020 0:00,1020,Wilshire,721,trespassing,34,M,W,hospital,,IC,Invest Cont,8700 gracie allen dr,,34.0753,-118.3795
200908401,4/13/2020 0:00,4/13/2020 0:00,1020,Van Nuys,941,trespassing,20,M,H,parking lot,,AA,Adult Arrest,5700 sepulveda bl,,34.174,-118.4662
200116117,8/9/2020 0:00,8/7/2020 0:00,1900,Central,159,burglary from vehicle,32,M,W,multi-unit dwelling ,,IC,Invest Cont,imperial,JESSE,34.0363,-118.2314
200213284,7/30/2020 0:00,7/30/2020 0:00,1930,Rampart,257,"theft, person",40,M,H,sidewalk,strong-arm ,IC,Invest Cont,union dr,6TH                          ST,34.0569,-118.2689
